input,output
10/07/2086,2086-10-07
04/24/2094,2094-04-24
16/08/2005,08/16/2005
06/16/1917,"June 16, 1917"
"November 10, 1993",11/10/1993
17/09/2061,2061-09-17
03/05/1924,"March 05, 1924"
"August 11, 1920",11/08/1920
10/27/2054,27/10/2054
09/07/1934,1934-09-07
2096-07-15,07/15/2096
1918-01-25,25/01/1918
27/12/2006,"December 27, 2006"
05/31/1975,31/05/1975
13/11/1981,"November 13, 1981"
07/08/1913,"August 07, 1913"
26/05/2062,"May 26, 2062"
07/27/2062,"July 27, 2062"
07/18/2018,"July 18, 2018"
"April 03, 1902",1902-04-03
1945-12-21,12/21/1945
09/12/1950,12/09/1950
15/05/1975,1975-05-15
"July 17, 2059",17/07/2059
"May 16, 2094",05/16/2094
10/01/2097,"January 10, 2097"
12/16/2036,"December 16, 2036"
"November 16, 1986",11/16/1986
"April 20, 1931",20/04/1931
12/11/1971,11/12/1971
31/12/2092,12/31/2092
08/05/1988,"May 08, 1988"
"October 08, 2076",2076-10-08
01/03/1988,"January 03, 1988"
04/24/2028,24/04/2028
01/11/1977,1977-01-11
2046-07-02,"July 02, 2046"
"March 18, 2087",2087-03-18
28/05/2030,2030-05-28
2055-07-19,"July 19, 2055"
07/11/2001,11/07/2001
1984-12-03,"December 03, 1984"
"August 01, 2058",01/08/2058
04/14/2027,2027-04-14
14/10/1973,10/14/1973
09/04/2000,2000-09-04
"July 15, 1954",15/07/1954
05/06/2001,"May 06, 2001"
02/24/1924,1924-02-24
2006-05-04,"May 04, 2006"
19/04/1949,1949-04-19
"February 27, 1949",1949-02-27
10/01/1907,1907-01-10
01/27/2054,2054-01-27
"July 27, 1975",27/07/1975
26/04/1933,04/26/1933
"June 26, 1932",06/26/1932
"January 31, 1953",1953-01-31
"April 21, 1955",21/04/1955
2083-02-28,02/28/2083
06/08/2019,08/06/2019
2037-01-14,01/14/2037
1951-03-28,"March 28, 1951"
2082-12-29,29/12/2082
2013-08-05,05/08/2013
"October 24, 2047",10/24/2047
"July 31, 1997",07/31/1997
2079-03-27,"March 27, 2079"
"June 24, 2037",24/06/2037
11/26/1920,"November 26, 1920"
09/25/1973,25/09/1973
06/03/2018,"March 06, 2018"
22/03/1936,1936-03-22
03/14/1919,"March 14, 1919"
22/10/2068,10/22/2068
"December 09, 2015",2015-12-09
2009-12-01,"December 01, 2009"
"October 07, 1924",07/10/1924
"August 12, 1946",08/12/1946
11/09/1962,09/11/1962
05/08/1974,1974-05-08
1929-05-18,05/18/1929
2035-10-07,"October 07, 2035"
21/07/2014,"July 21, 2014"
06/03/1956,1956-03-06
"August 09, 1945",08/09/1945
01/14/2018,14/01/2018
"July 06, 1987",06/07/1987
09/25/2063,"September 25, 2063"
10/18/1938,1938-10-18
"November 15, 1964",15/11/1964
"November 19, 1915",19/11/1915
1997-06-10,06/10/1997
04/02/2035,02/04/2035
04/28/1939,1939-04-28
"August 18, 1966",1966-08-18
01/28/2095,28/01/2095
"April 20, 2042",04/20/2042
"May 03, 2081",03/05/2081
"September 21, 1943",1943-09-21
17/10/1933,"October 17, 1933"
22/01/2057,01/22/2057
2050-08-20,08/20/2050
03/20/2095,2095-03-20
10/08/2051,2051-10-08
29/05/2010,2010-05-29
"March 24, 2066",24/03/2066
"September 29, 1909",09/29/1909
08/25/2077,"August 25, 2077"
19/09/1962,09/19/1962
07/11/2059,"July 11, 2059"
"August 24, 1999",1999-08-24
09/03/1959,03/09/1959
2050-01-14,14/01/2050
20/08/1974,1974-08-20
08/30/1986,30/08/1986
05/02/2034,"May 02, 2034"
"September 27, 2075",09/27/2075
12/19/2048,19/12/2048
19/12/2017,2017-12-19
"August 14, 2034",08/14/2034
"June 20, 2058",20/06/2058
1917-11-10,"November 10, 1917"
1954-12-15,12/15/1954
"January 26, 1984",01/26/1984
20/09/2090,"September 20, 2090"
"September 14, 2015",14/09/2015
09/02/2083,"September 02, 2083"
17/05/1996,"May 17, 1996"
11/11/1959,1959-11-11
09/05/1950,1950-05-09
2062-07-02,07/02/2062
2019-12-16,"December 16, 2019"
08/11/2093,"August 11, 2093"
"October 26, 1927",1927-10-26
09/01/2017,"January 09, 2017"
"August 15, 1967",15/08/1967
15/11/2067,11/15/2067
28/12/1951,"December 28, 1951"
2008-05-26,"May 26, 2008"
02/01/2068,"February 01, 2068"
29/07/1992,07/29/1992
08/04/2011,2011-08-04
"April 15, 1943",1943-04-15
09/18/2042,18/09/2042
26/10/1970,"October 26, 1970"
"June 10, 1937",1937-06-10
04/10/1925,"April 10, 1925"
"August 29, 2050",29/08/2050
05/31/2058,31/05/2058
06/05/1903,"June 05, 1903"
"January 15, 1982",01/15/1982
07/16/2063,16/07/2063
09/01/2092,"September 01, 2092"
"May 26, 2000",05/26/2000
2006-03-30,03/30/2006
22/11/1995,"November 22, 1995"
08/23/2004,23/08/2004
1952-02-15,"February 15, 1952"
"March 23, 1999",23/03/1999
06/02/1921,02/06/1921
"August 11, 2033",08/11/2033
2042-06-04,06/04/2042
2029-10-31,"October 31, 2029"
04/05/1985,1985-05-04
08/04/1957,1957-08-04
07/14/2007,2007-07-14
01/22/2055,22/01/2055
"February 09, 2003",09/02/2003
2030-07-17,"July 17, 2030"
"October 18, 2018",18/10/2018
"January 21, 2072",2072-01-21
18/06/1936,06/18/1936
08/04/1957,1957-08-04
23/08/2088,"August 23, 2088"
2071-12-03,03/12/2071
20/03/1983,03/20/1983
09/28/1962,1962-09-28
2054-07-13,"July 13, 2054"
17/03/1933,1933-03-17
2044-05-02,05/02/2044
"July 07, 1933",07/07/1933
"October 29, 2060",2060-10-29
07/12/2051,2051-12-07
2002-07-18,07/18/2002
"September 12, 1981",12/09/1981
09/14/2065,14/09/2065
02/15/2032,"February 15, 2032"
"July 11, 2033",07/11/2033
"November 19, 2089",2089-11-19
"November 09, 1995",1995-11-09
"August 14, 1933",08/14/1933
08/12/2015,12/08/2015
30/10/2070,2070-10-30
"July 19, 2001",07/19/2001
07/26/2046,"July 26, 2046"
28/10/1943,"October 28, 1943"
"June 20, 1958",06/20/1958
2075-11-07,"November 07, 2075"
"January 09, 1996",09/01/1996
1939-12-20,"December 20, 1939"
2035-07-26,26/07/2035
04/14/2008,14/04/2008
08/01/2046,2046-01-08
2079-08-09,09/08/2079
2050-09-29,"September 29, 2050"
"August 30, 1977",1977-08-30
12/13/1969,13/12/1969
2023-05-03,"May 03, 2023"
2080-09-05,09/05/2080
09/25/2024,25/09/2024
26/12/2040,"December 26, 2040"
2093-01-23,23/01/2093
07/01/1995,01/07/1995
2071-12-19,"December 19, 2071"
19/02/2045,2045-02-19
01/23/1921,23/01/1921
09/25/1912,1912-09-25
1906-04-03,"April 03, 1906"
"September 12, 1927",09/12/1927
30/10/1907,10/30/1907
2002-12-16,12/16/2002
2039-08-25,25/08/2039
10/24/2003,2003-10-24
1974-05-10,10/05/1974
01/16/1922,16/01/1922
03/28/1980,"March 28, 1980"
07/03/1925,1925-07-03
25/10/1961,10/25/1961
"August 20, 1929",1929-08-20
02/09/1903,09/02/1903
11/03/2029,03/11/2029
"November 27, 2073",2073-11-27
1903-08-13,08/13/1903
13/02/2024,02/13/2024
"November 11, 2053",11/11/2053
"April 10, 1923",1923-04-10
"January 24, 1902",24/01/1902
1925-07-20,07/20/1925
2027-01-15,15/01/2027
2079-09-16,16/09/2079
1977-01-26,01/26/1977
1909-11-18,18/11/1909
03/20/2059,"March 20, 2059"
08/03/2047,2047-03-08
09/05/2001,"September 05, 2001"
06/21/2047,2047-06-21
07/03/1997,03/07/1997
12/02/1927,02/12/1927
2015-09-30,"September 30, 2015"
2041-08-18,"August 18, 2041"
09/28/2081,28/09/2081
25/08/1916,08/25/1916
"February 18, 1902",02/18/1902
28/05/2057,05/28/2057
1910-07-08,"July 08, 1910"
"September 10, 2067",2067-09-10
08/02/2044,"February 08, 2044"
1958-11-27,11/27/1958
01/06/2061,06/01/2061
"May 23, 1953",23/05/1953
04/05/2076,"May 04, 2076"
"March 24, 2010",2010-03-24
"September 23, 2099",23/09/2099
2005-07-12,07/12/2005
02/22/2057,22/02/2057
2009-11-24,"November 24, 2009"
25/05/2041,"May 25, 2041"
1953-06-01,"June 01, 1953"
"July 15, 2094",2094-07-15
"July 14, 2052",14/07/2052
2047-12-20,12/20/2047
12/26/2099,"December 26, 2099"
01/25/2040,"January 25, 2040"
11/03/1911,03/11/1911
27/05/2060,05/27/2060
"November 19, 1983",19/11/1983
1999-09-09,09/09/1999
11/04/1998,"April 11, 1998"
25/02/2067,2067-02-25
"April 05, 2079",2079-04-05
2060-06-20,"June 20, 2060"
29/05/2070,2070-05-29
"May 16, 2079",16/05/2079
"March 01, 1940",1940-03-01
2003-02-19,"February 19, 2003"
12/21/1994,21/12/1994
2054-07-06,"July 06, 2054"
03/08/1996,08/03/1996
22/08/1980,08/22/1980
"January 09, 2046",09/01/2046
30/12/1977,12/30/1977
07/03/1914,"March 07, 1914"
09/05/1954,"May 09, 1954"
"July 08, 1940",07/08/1940
04/01/1932,1932-04-01
"July 08, 2027",2027-07-08
"March 10, 2065",03/10/2065
1904-08-11,"August 11, 1904"
"October 25, 2069",2069-10-25
1955-12-19,19/12/1955
2031-02-08,08/02/2031
05/19/2000,2000-05-19
09/04/2049,"September 04, 2049"
07/06/2076,2076-06-07
"October 27, 1944",1944-10-27
1906-07-05,"July 05, 1906"
2056-06-12,06/12/2056
"September 02, 2093",02/09/2093
"November 12, 2021",2021-11-12
11/09/1995,09/11/1995
05/19/1996,"May 19, 1996"
"October 30, 1911",1911-10-30
06/04/1959,1959-04-06
12/01/1901,01/12/1901
07/08/1961,"August 07, 1961"
18/08/2051,2051-08-18
08/14/2048,2048-08-14
23/10/2018,2018-10-23
05/05/1956,"May 05, 1956"
01/04/2082,2082-04-01
04/19/2058,"April 19, 2058"
"April 29, 1985",1985-04-29
"July 05, 1964",1964-07-05
1920-04-14,"April 14, 1920"
10/03/2044,"October 03, 2044"
"December 19, 1945",19/12/1945
2086-10-03,10/03/2086
07/27/2079,"July 27, 2079"
06/06/2046,"June 06, 2046"
18/04/1954,1954-04-18
08/12/1964,1964-12-08
"May 05, 2083",05/05/2083
01/31/1977,31/01/1977
2068-04-09,04/09/2068
2008-02-20,02/20/2008
06/10/2007,"June 10, 2007"
2089-09-03,09/03/2089
"November 01, 1969",01/11/1969
08/10/2088,2088-10-08
2007-05-04,04/05/2007
"November 26, 1973",26/11/1973
2024-11-12,11/12/2024
09/10/1926,"September 10, 1926"
03/09/2036,"September 03, 2036"
2002-12-23,"December 23, 2002"
"February 01, 2076",02/01/2076
"December 13, 2027",13/12/2027
01/13/1953,13/01/1953
29/12/2080,12/29/2080
1918-05-13,05/13/1918
2023-07-08,07/08/2023
02/10/1951,1951-10-02
24/06/1943,06/24/1943
05/20/2019,20/05/2019
2008-02-13,02/13/2008
30/05/1915,"May 30, 1915"
02/24/1913,"February 24, 1913"
07/19/2074,"July 19, 2074"
03/02/1910,02/03/1910
1996-09-22,22/09/1996
1968-02-18,02/18/1968
14/10/1937,1937-10-14
"August 13, 2039",13/08/2039
07/12/2024,2024-12-07
2027-06-17,06/17/2027
1947-10-19,19/10/1947
20/07/1912,"July 20, 1912"
03/25/2064,2064-03-25
2006-09-30,30/09/2006
"April 11, 1957",04/11/1957
02/28/2043,"February 28, 2043"
"June 03, 1950",06/03/1950
"November 27, 1920",1920-11-27
"November 09, 2095",11/09/2095
09/06/2029,"September 06, 2029"
22/06/1961,06/22/1961
2048-11-11,"November 11, 2048"
"October 17, 1918",17/10/1918
1975-12-19,12/19/1975
"July 08, 1951",07/08/1951
08/06/2043,"August 06, 2043"
11/10/2096,10/11/2096
16/03/2076,03/16/2076
2069-02-13,"February 13, 2069"
1934-10-07,07/10/1934
2026-12-30,"December 30, 2026"
02/02/1974,02/02/1974
21/10/1930,10/21/1930
06/29/1985,1985-06-29
07/09/2043,09/07/2043
1941-07-11,11/07/1941
01/09/1968,1968-09-01
"August 05, 2038",08/05/2038
"January 06, 2092",2092-01-06
05/08/1935,1935-08-05
1940-07-27,"July 27, 1940"
1971-04-28,04/28/1971
"January 15, 1975",15/01/1975
"May 15, 1979",15/05/1979
1952-03-31,"March 31, 1952"
01/17/1904,1904-01-17
17/02/1937,"February 17, 1937"
14/10/1920,10/14/1920
18/04/2014,"April 18, 2014"
"February 12, 1947",12/02/1947
"October 12, 1957",10/12/1957
10/19/1993,1993-10-19
25/09/1989,1989-09-25
"December 19, 2009",19/12/2009
"November 22, 2068",2068-11-22
07/20/2069,20/07/2069
1964-12-01,"December 01, 1964"
18/08/2083,2083-08-18
"November 14, 1937",11/14/1937
29/05/1985,"May 29, 1985"
04/06/1969,"April 06, 1969"
07/12/2083,"December 07, 2083"
02/12/1901,12/02/1901
"September 02, 1993",09/02/1993
1948-02-18,18/02/1948
01/03/2016,"January 03, 2016"
22/03/2008,2008-03-22
01/22/1999,"January 22, 1999"
"June 02, 2019",02/06/2019
20/05/1932,"May 20, 1932"
07/19/2000,19/07/2000
1944-04-17,"April 17, 1944"
"September 20, 1965",1965-09-20
1993-08-28,08/28/1993
04/16/1930,"April 16, 1930"
"October 26, 2063",26/10/2063
06/12/1994,12/06/1994
2066-01-30,"January 30, 2066"
12/25/2095,2095-12-25
12/08/2094,08/12/2094
2064-10-17,17/10/2064
12/09/1940,1940-12-09
1945-03-02,03/02/1945
08/08/2001,2001-08-08
2070-11-05,"November 05, 2070"
02/19/2059,"February 19, 2059"
"December 05, 1981",1981-12-05
02/03/1908,1908-02-03
2068-02-27,02/27/2068
10/11/1954,1954-10-11
2080-09-23,"September 23, 2080"
02/07/1946,07/02/1946
06/15/1953,"June 15, 1953"
1994-12-29,"December 29, 1994"
01/12/1961,"January 12, 1961"
08/25/1961,1961-08-25
02/10/2083,10/02/2083
"January 31, 2048",31/01/2048
"August 21, 2033",2033-08-21
06/04/1960,"June 04, 1960"
11/05/1904,05/11/1904
1931-08-25,08/25/1931
2014-05-08,05/08/2014
09/18/2081,2081-09-18
08/01/2018,"January 08, 2018"
2079-07-26,"July 26, 2079"
05/06/2092,06/05/2092
"April 10, 1982",1982-04-10
08/16/1926,"August 16, 1926"
1922-02-07,07/02/1922
19/05/1966,"May 19, 1966"
"June 27, 2077",2077-06-27
18/07/2040,07/18/2040
2012-01-16,16/01/2012
2059-05-22,05/22/2059
01/13/2023,"January 13, 2023"
26/11/2002,2002-11-26
10/15/2017,15/10/2017
06/07/1948,1948-07-06
05/23/1959,1959-05-23
17/02/1947,1947-02-17
26/03/2032,03/26/2032
2050-04-07,04/07/2050
"May 13, 2030",13/05/2030
"October 25, 1926",25/10/1926
"June 30, 2030",30/06/2030
02/08/1964,"August 02, 1964"
"July 06, 2084",06/07/2084
"April 16, 2087",04/16/2087
24/02/2067,"February 24, 2067"
06/02/2038,2038-06-02
25/04/2078,"April 25, 2078"
28/02/1903,1903-02-28
01/20/1917,1917-01-20
10/16/2014,"October 16, 2014"
26/09/2016,2016-09-26
14/10/2073,2073-10-14
1932-09-24,09/24/1932
05/03/1961,03/05/1961
02/05/2092,05/02/2092
07/09/1923,"September 07, 1923"
2088-01-06,01/06/2088
1914-07-01,07/01/1914
12/03/1992,1992-12-03
28/10/2032,2032-10-28
"February 21, 2063",02/21/2063
"April 28, 1989",04/28/1989
11/16/1996,1996-11-16
12/20/1979,"December 20, 1979"
12/07/2003,07/12/2003
"March 16, 2085",03/16/2085
1961-08-20,20/08/1961
"December 28, 1959",1959-12-28
07/01/2072,"July 01, 2072"
06/28/2012,28/06/2012
"March 26, 2013",2013-03-26
"July 28, 1996",1996-07-28
"June 24, 2003",06/24/2003
1926-05-02,05/02/1926
09/09/2064,09/09/2064
"February 13, 1989",13/02/1989
2000-12-27,27/12/2000
01/11/2021,2021-01-11
01/01/1950,"January 01, 1950"
29/09/2033,09/29/2033
"December 18, 1970",18/12/1970
13/04/2058,"April 13, 2058"
07/14/1979,1979-07-14
14/05/1993,05/14/1993
29/08/1958,08/29/1958
01/12/1996,"January 12, 1996"
"May 14, 1913",14/05/1913
06/26/2001,2001-06-26
20/01/1991,1991-01-20
"April 09, 2091",09/04/2091
23/07/1955,1955-07-23
1925-04-13,13/04/1925
"April 09, 1929",09/04/1929
2086-09-11,11/09/2086
01/12/2038,"January 12, 2038"
2061-02-14,14/02/2061
"May 08, 1936",1936-05-08
"February 16, 1980",16/02/1980
"June 13, 2037",06/13/2037
08/03/1982,1982-03-08
2051-05-22,22/05/2051
30/03/1959,"March 30, 1959"
"May 10, 2057",2057-05-10
08/08/2072,"August 08, 2072"
1906-03-27,03/27/1906
01/13/2066,"January 13, 2066"
1936-12-08,12/08/1936
01/29/2065,29/01/2065
05/13/2034,"May 13, 2034"
03/08/1971,1971-08-03
12/05/1916,"December 05, 1916"
"October 12, 1995",12/10/1995
2069-09-22,22/09/2069
08/24/1949,1949-08-24
"November 09, 2051",09/11/2051
2081-02-27,27/02/2081
31/08/1931,1931-08-31
02/05/1952,"May 02, 1952"
08/06/2086,06/08/2086
"March 04, 2005",2005-03-04
02/04/2045,04/02/2045
"October 23, 1975",1975-10-23
1928-03-12,12/03/1928
25/10/1933,10/25/1933
1991-11-30,"November 30, 1991"
1974-05-13,05/13/1974
"February 04, 1992",02/04/1992
2084-10-10,10/10/2084
"August 14, 2095",2095-08-14
12/04/2030,04/12/2030
"July 11, 2074",11/07/2074
04/25/1960,1960-04-25
07/13/2015,13/07/2015
11/05/1914,"May 11, 1914"
14/09/2045,"September 14, 2045"
17/05/1936,05/17/1936
08/07/1924,07/08/1924
"June 28, 2060",28/06/2060
2048-01-27,"January 27, 2048"
"February 16, 1948",02/16/1948
09/10/2040,2040-10-09
"May 09, 2041",09/05/2041
14/07/1998,"July 14, 1998"
18/06/2076,2076-06-18
1946-04-20,20/04/1946
2096-10-02,02/10/2096
2039-03-17,"March 17, 2039"
"February 21, 2038",21/02/2038
"April 10, 1996",1996-04-10
"October 09, 2013",10/09/2013
17/03/1928,1928-03-17
25/04/1993,"April 25, 1993"
10/28/2016,2016-10-28
07/08/2029,2029-07-08
20/02/2010,02/20/2010
03/26/2037,"March 26, 2037"
12/08/2029,"August 12, 2029"
1900-08-12,12/08/1900
07/14/2066,14/07/2066
10/27/1999,27/10/1999
16/07/2018,07/16/2018
2067-09-24,"September 24, 2067"
04/26/2071,26/04/2071
1931-06-14,06/14/1931
11/17/1940,17/11/1940
"July 23, 1950",07/23/1950
11/05/1978,05/11/1978
"February 22, 2032",02/22/2032
2046-04-06,"April 06, 2046"
"May 14, 2092",14/05/2092
2051-12-14,14/12/2051
28/04/1991,"April 28, 1991"
24/11/1984,"November 24, 1984"
1974-09-26,"September 26, 1974"
2053-04-15,15/04/2053
"September 14, 2065",14/09/2065
25/12/2057,2057-12-25
16/01/1975,01/16/1975
16/10/1980,10/16/1980
1961-04-12,04/12/1961
1957-11-02,11/02/1957
1943-06-14,"June 14, 1943"
09/09/2028,2028-09-09
"June 25, 1984",1984-06-25
10/09/1903,1903-09-10
01/05/2071,2071-01-05
"October 19, 1953",1953-10-19
12/11/1978,11/12/1978
"April 28, 2012",2012-04-28
"July 20, 2095",07/20/2095
1926-03-03,03/03/1926
03/28/1955,28/03/1955
08/03/1985,"March 08, 1985"
30/09/2006,"September 30, 2006"
"November 17, 2035",2035-11-17
"November 28, 1997",11/28/1997
23/03/2075,03/23/2075
27/01/2062,01/27/2062
"September 02, 2081",09/02/2081
10/20/2084,"October 20, 2084"
1922-11-19,"November 19, 1922"
"October 05, 1988",05/10/1988
2068-10-23,10/23/2068
"February 27, 2072",02/27/2072
29/04/1941,1941-04-29
2034-10-09,10/09/2034
"December 26, 1953",12/26/1953
"December 01, 2042",12/01/2042
09/02/1924,"February 09, 1924"
09/03/1965,1965-03-09
2022-05-31,05/31/2022
"June 18, 1973",18/06/1973
"October 12, 1955",1955-10-12
1925-12-30,"December 30, 1925"
2079-07-26,07/26/2079
1999-09-20,"September 20, 1999"
"October 15, 1919",15/10/1919
14/11/1917,1917-11-14
15/05/2034,05/15/2034
2053-02-20,20/02/2053
2024-04-22,04/22/2024
1916-10-12,10/12/1916
"May 23, 1940",23/05/1940
02/01/1973,"January 02, 1973"
16/07/2061,"July 16, 2061"
23/01/1947,"January 23, 1947"
11/29/2067,"November 29, 2067"
04/17/1917,1917-04-17
"November 20, 2036",11/20/2036
02/12/1909,1909-02-12
09/07/2030,2030-07-09
05/11/2091,"November 05, 2091"
27/09/1991,09/27/1991
1908-02-09,09/02/1908
08/11/2092,11/08/2092
01/07/1963,07/01/1963
05/21/2089,"May 21, 2089"
11/06/2034,06/11/2034
"September 13, 2004",2004-09-13
1933-01-20,20/01/1933
15/01/2064,"January 15, 2064"
01/05/2072,2072-01-05
"October 23, 1903",23/10/1903
29/08/2035,"August 29, 2035"
1911-02-22,02/22/1911
"April 09, 2034",04/09/2034
29/02/1936,"February 29, 1936"
1987-10-24,24/10/1987
"December 08, 1993",1993-12-08
08/04/2018,04/08/2018
1930-05-08,05/08/1930
1935-06-30,06/30/1935
"October 01, 1958",10/01/1958
08/04/1971,"April 08, 1971"
1914-07-13,07/13/1914
11/22/2041,2041-11-22
03/22/1981,1981-03-22
1906-08-13,"August 13, 1906"
"March 03, 2072",03/03/2072
"June 22, 2041",06/22/2041
"October 21, 2062",2062-10-21
"April 03, 2077",03/04/2077
12/06/2036,06/12/2036
09/17/1999,1999-09-17
06/15/2096,"June 15, 2096"
04/30/1957,30/04/1957
"January 21, 1969",21/01/1969
2084-06-27,06/27/2084
08/02/1930,02/08/1930
05/02/2058,"May 02, 2058"
2009-10-09,10/09/2009
"September 13, 2086",09/13/2086
"November 12, 1941",11/12/1941
"June 13, 2077",2077-06-13
02/24/2073,"February 24, 2073"
1915-12-23,12/23/1915
06/11/2076,"June 11, 2076"
13/02/2076,2076-02-13
17/03/1915,"March 17, 1915"
"October 04, 2033",2033-10-04
03/20/2056,2056-03-20
"August 14, 2007",2007-08-14
1980-02-07,02/07/1980
06/20/2017,"June 20, 2017"
2024-11-18,"November 18, 2024"
14/08/1916,"August 14, 1916"
01/03/1914,1914-01-03
26/04/2063,2063-04-26
03/13/2052,"March 13, 2052"
"August 19, 1916",19/08/1916
09/19/2048,19/09/2048
1985-01-09,09/01/1985
03/09/1934,"March 09, 1934"
"March 01, 1931",1931-03-01
1964-08-31,31/08/1964
1993-06-21,06/21/1993
09/25/1940,"September 25, 1940"
"August 21, 2044",21/08/2044
10/11/2043,2043-11-10
2022-07-29,"July 29, 2022"
1910-10-27,"October 27, 1910"
1976-12-28,"December 28, 1976"
"May 06, 2056",2056-05-06
1913-08-16,16/08/1913
11/12/1907,1907-12-11
11/23/1997,"November 23, 1997"
"April 28, 1984",04/28/1984
26/09/1980,1980-09-26
06/19/2060,19/06/2060
"September 27, 1915",09/27/1915
19/04/1918,"April 19, 1918"
08/16/1955,16/08/1955
11/11/1921,11/11/1921
03/23/1974,1974-03-23
2020-10-25,25/10/2020
29/04/2056,04/29/2056
"May 19, 2053",2053-05-19
13/10/2016,2016-10-13
04/09/2068,"April 09, 2068"
1990-05-14,14/05/1990
"June 17, 2054",17/06/2054
"May 26, 1998",1998-05-26
"December 03, 2008",12/03/2008
02/04/2029,2029-04-02
"February 03, 1973",03/02/1973
24/10/1959,"October 24, 1959"
"June 13, 2089",06/13/2089
2096-05-09,05/09/2096
1986-05-15,15/05/1986
"June 23, 2010",06/23/2010
1984-07-22,22/07/1984
1902-06-17,"June 17, 1902"
10/28/2087,28/10/2087
26/01/1900,"January 26, 1900"
1972-07-22,22/07/1972
02/28/1906,"February 28, 1906"
02/15/1990,"February 15, 1990"
2000-09-04,09/04/2000
1924-12-27,27/12/1924
"February 16, 1987",1987-02-16
11/05/1939,1939-11-05
"July 14, 1970",07/14/1970
"May 06, 2055",06/05/2055
09/14/2096,"September 14, 2096"
1973-03-14,"March 14, 1973"
02/22/2049,"February 22, 2049"
01/16/2073,16/01/2073
12/18/1920,18/12/1920
02/05/1990,"May 02, 1990"
18/11/2043,"November 18, 2043"
1952-12-27,12/27/1952
09/08/1996,"September 08, 1996"
"February 05, 1998",02/05/1998
06/30/2029,30/06/2029
1964-03-30,"March 30, 1964"
"December 29, 2025",29/12/2025
1910-04-02,"April 02, 1910"
"July 18, 2055",18/07/2055
"September 17, 1988",17/09/1988
"May 06, 2063",2063-05-06
26/10/2046,10/26/2046
19/06/2036,"June 19, 2036"
"May 02, 1964",05/02/1964
22/02/2091,2091-02-22
"May 07, 2054",07/05/2054
1990-10-31,31/10/1990
"December 30, 2025",30/12/2025
"November 06, 2034",11/06/2034
"January 04, 1970",01/04/1970
22/04/1923,"April 22, 1923"
1909-04-29,"April 29, 1909"
"December 06, 2044",12/06/2044
23/07/2001,"July 23, 2001"
2078-10-22,"October 22, 2078"
12/02/2094,"December 02, 2094"
"July 04, 1951",04/07/1951
"April 03, 1962",04/03/1962
2019-08-31,31/08/2019
1973-02-27,"February 27, 1973"
"September 03, 2021",2021-09-03
"February 03, 2044",2044-02-03
1999-04-19,04/19/1999
1990-02-02,02/02/1990
1942-03-06,06/03/1942
08/09/2098,2098-09-08
"April 18, 1989",18/04/1989
"August 03, 1989",03/08/1989
05/31/1947,31/05/1947
05/17/2045,17/05/2045
"May 24, 1987",24/05/1987
01/28/1974,28/01/1974
10/06/1942,06/10/1942
03/31/2067,"March 31, 2067"
"May 22, 2024",05/22/2024
05/24/2099,"May 24, 2099"
25/10/2099,10/25/2099
"April 24, 1984",04/24/1984
"May 26, 1954",05/26/1954
"May 25, 1959",05/25/1959
12/28/2067,28/12/2067
2039-07-17,"July 17, 2039"
01/24/2040,"January 24, 2040"
"April 18, 2046",18/04/2046
2089-03-26,03/26/2089
"January 10, 1939",1939-01-10
2042-11-28,"November 28, 2042"
1916-08-14,08/14/1916
"May 08, 2017",05/08/2017
30/06/1964,"June 30, 1964"
05/15/1908,1908-05-15
10/05/1969,"May 10, 1969"
05/17/1998,17/05/1998
2014-03-11,"March 11, 2014"
2008-04-09,"April 09, 2008"
11/12/1980,1980-12-11
02/11/1954,11/02/1954
07/21/2064,21/07/2064
"November 01, 1998",01/11/1998
11/05/1958,1958-11-05
2098-04-03,"April 03, 2098"
10/25/2071,"October 25, 2071"
07/31/1959,1959-07-31
06/10/1946,1946-10-06
09/07/1990,1990-07-09
27/06/1957,1957-06-27
"June 21, 1954",1954-06-21
"July 10, 1999",1999-07-10
2093-10-05,"October 05, 2093"
08/27/2084,27/08/2084
2033-05-18,18/05/2033
04/08/1997,"April 08, 1997"
"October 04, 1912",04/10/1912
11/07/2034,2034-11-07
1925-05-19,19/05/1925
"June 09, 2031",09/06/2031
1933-06-08,06/08/1933
09/30/1973,1973-09-30
1909-11-02,02/11/1909
2034-12-17,17/12/2034
"March 26, 2048",2048-03-26
1913-12-05,"December 05, 1913"
"May 11, 2093",11/05/2093
22/05/1904,"May 22, 1904"
30/08/1913,08/30/1913
2009-04-07,"April 07, 2009"
2044-09-19,09/19/2044
"June 14, 1969",14/06/1969
26/11/1940,"November 26, 1940"
"April 24, 2008",24/04/2008
16/08/2087,08/16/2087
"October 29, 1963",29/10/1963
20/05/1988,05/20/1988
1945-09-08,"September 08, 1945"
"July 08, 1969",08/07/1969
27/10/1946,10/27/1946
"December 09, 1953",12/09/1953
05/15/2056,"May 15, 2056"
1993-07-12,12/07/1993
15/06/1900,1900-06-15
02/07/1994,1994-02-07
"April 29, 2013",2013-04-29
03/07/1964,1964-03-07
07/04/1934,04/07/1934
1954-11-06,06/11/1954
1905-03-02,"March 02, 1905"
24/08/1978,1978-08-24
15/09/2038,09/15/2038
16/12/2081,"December 16, 2081"
"November 27, 1990",11/27/1990
02/06/1938,"June 02, 1938"
10/11/1990,"November 10, 1990"
04/02/2033,02/04/2033
