input,output
1946/03/27,"March 27, 1946"
2063/04/26,2063.04.26
2095/03/08,2095.03.08
2044-06-20,06/20/2044
15-12-2058,2058/12/15
07/12/2026,"December 07, 2026"
2037.05.15,15.05.2037
1931.06.16,16.06.1931
10.19.1984,1984-10-19
05.06.1961,06-05-1961
11/05/2049,05-11-2049
2009.02.13,02.13.2009
1941/07/27,07/27/1941
07.12.1983,07-12-1983
"May 08, 2076",05.08.2076
2097/03/20,03/20/2097
1935/10/10,"October 10, 1935"
25/08/1967,08.25.1967
1907.03.07,07/03/1907
01.10.2036,2036.10.01
2089/06/04,2089-06-04
02/23/2088,2088-02-23
2097-03-02,"March 02, 2097"
07/21/2009,2009.07.21
22/03/2016,2016-03-22
01/13/2018,"January 13, 2018"
"December 04, 1926",04.12.1926
20.11.1969,11.20.1969
2014.11.01,2014/11/01
01.13.1999,"January 13, 1999"
08-07-2057,08/07/2057
2076.01.28,2076-01-28
28.02.2055,2055/02/28
2093/05/31,31/05/2093
19-10-2014,2014.10.19
27.04.1949,27-04-1949
05.13.2006,2006.05.13
18/09/2048,18.09.2048
2039.06.04,2039-06-04
1900/06/17,1900.06.17
2008/07/28,28-07-2008
1979/08/26,1979-08-26
27.04.1909,04.27.1909
1989/07/30,1989.07.30
10.17.2018,"October 17, 2018"
"May 30, 1991",05.30.1991
1990.01.14,01/14/1990
06/05/2006,05/06/2006
1908-06-21,06.21.1908
2065.08.15,08/15/2065
1961-04-19,19.04.1961
"April 12, 1933",1933.04.12
"August 03, 2023",03.08.2023
31.07.2051,31/07/2051
"October 31, 1972",31.10.1972
07.03.2006,2006-07-03
04.07.1947,07-04-1947
19-06-1916,1916-06-19
1923/11/16,1923.11.16
1946/02/06,06-02-1946
29-09-1993,1993/09/29
28.07.2048,2048/07/28
"February 07, 1985",02/07/1985
11/01/1916,11-01-1916
1989.02.21,1989-02-21
10-01-2049,01.10.2049
1915/08/07,1915-08-07
19.06.2037,06/19/2037
1948/09/04,04.09.1948
2001.03.03,03/03/2001
29-07-2056,07.29.2056
10/16/2027,"October 16, 2027"
"July 18, 2050",18-07-2050
2048-11-01,01/11/2048
11.05.1986,05/11/1986
16.12.1956,12/16/1956
11/26/2044,"November 26, 2044"
11-07-2086,2086-07-11
19.05.2084,19-05-2084
12/18/2019,18.12.2019
08.26.1971,1971.08.26
"May 12, 1988",1988-05-12
12/08/1947,08-12-1947
09/08/2081,"September 08, 2081"
07/15/1928,"July 15, 1928"
1981-12-22,"December 22, 1981"
1991/09/09,1991-09-09
15/11/1966,1966.11.15
21/11/1969,11/21/1969
31.01.2007,31/01/2007
02/08/2001,2001.08.02
25-07-1930,25.07.1930
1905.10.10,"October 10, 1905"
03/03/2097,03-03-2097
"August 29, 2066",08.29.2066
28.04.1918,28/04/1918
2034/06/28,06/28/2034
01/30/2057,2057.01.30
06/11/2067,2067-06-11
"November 26, 1918",11/26/1918
1930.03.30,"March 30, 1930"
2081-12-13,12/13/2081
20-12-1900,20.12.1900
26.11.2082,11.26.2082
07/06/1977,"June 07, 1977"
2081/06/02,2081-06-02
"January 30, 1956",1956-01-30
11.08.2060,08.11.2060
1985-08-10,08/10/1985
2042.03.26,"March 26, 2042"
1986/06/24,"June 24, 1986"
28/10/1968,28-10-1968
03.16.2066,16.03.2066
13-01-2074,"January 13, 2074"
1975/09/08,1975-09-08
2054.02.24,2054/02/24
18-07-1920,"July 18, 1920"
05/31/1971,1971.05.31
07/02/1958,07.02.1958
1943/03/01,1943.03.01
05.01.1946,01/05/1946
08.03.2099,2099.08.03
28-07-1964,07/28/1964
22-09-1939,1939.09.22
09.04.2088,04/09/2088
2039/02/10,2039-02-10
15.09.2041,2041/09/15
26-08-2056,2056/08/26
15.10.2061,2061-10-15
09/15/1981,"September 15, 1981"
"June 18, 2099",2099/06/18
1988.07.06,1988-07-06
1936.10.23,"October 23, 1936"
05.21.1982,1982/05/21
07.07.1948,1948-07-07
03/26/2079,"March 26, 2079"
"June 06, 2013",06/06/2013
"November 09, 2077",09.11.2077
2005.10.02,"October 02, 2005"
29/12/1999,12/29/1999
1972.02.15,02/15/1972
04.16.1984,"April 16, 1984"
01/08/1933,"August 01, 1933"
13-03-2071,13.03.2071
"October 04, 1960",1960-10-04
20-03-2066,20/03/2066
1922.03.15,15/03/1922
2062.06.10,10/06/2062
09.14.2088,14.09.2088
"January 30, 2040",2040-01-30
2030-10-17,17-10-2030
2065/02/07,02.07.2065
06/28/2085,28.06.2085
15/12/2004,12/15/2004
07.11.1932,1932.11.07
25/02/1994,25.02.1994
12/04/1953,"April 12, 1953"
2037-08-31,"August 31, 2037"
11/11/2090,11.11.2090
10/01/1941,10.01.1941
22/05/1912,1912.05.22
2001-08-26,08.26.2001
09/07/2053,2053-09-07
22.11.2006,22/11/2006
2014/10/23,23.10.2014
10/02/1976,10.02.1976
07.16.1970,"July 16, 1970"
2027.07.17,07/17/2027
04/05/1957,04.05.1957
27/05/2076,27.05.2076
04/14/1946,1946-04-14
03.27.1912,27.03.1912
1942/03/16,1942-03-16
2034-06-10,2034/06/10
1979-12-30,30.12.1979
11.15.2041,15.11.2041
07/23/1987,"July 23, 1987"
2045.03.13,13.03.2045
01.19.1994,1994/01/19
2075-07-21,"July 21, 2075"
17.05.2097,05/17/2097
1942-09-02,02-09-1942
10.21.2016,21-10-2016
08/19/1969,19.08.1969
07/29/1969,07.29.1969
02/11/2074,"February 11, 2074"
1913-10-04,04.10.1913
02/03/2013,02.03.2013
12.04.2072,2072/12/04
07-03-2013,2013-03-07
09.13.1937,1937.09.13
01.27.2032,2032/01/27
2037.08.16,08.16.2037
2011.08.22,22.08.2011
1914-06-16,06/16/1914
2001/08/01,01/08/2001
08-04-1987,04/08/1987
28-02-1984,1984-02-28
"August 08, 2079",08-08-2079
2035.07.01,01/07/2035
08.05.1978,1978-08-05
04.28.2096,04/28/2096
"March 27, 2038",2038.03.27
12/14/2020,14.12.2020
17.08.2027,"August 17, 2027"
1990.08.21,1990-08-21
19.11.1970,19-11-1970
"August 20, 2045",08.20.2045
"October 06, 1934",1934.10.06
"June 16, 2009",2009-06-16
09.09.1988,1988.09.09
09/03/2047,09.03.2047
07/23/2032,2032/07/23
08.11.2072,08/11/2072
"December 16, 1953",1953.12.16
28-08-2064,"August 28, 2064"
12/11/2078,2078-12-11
15.08.1943,1943/08/15
10.18.2035,"October 18, 2035"
1957.12.31,31-12-1957
25/06/2095,2095.06.25
10.03.1902,1902.10.03
07.10.2009,10.07.2009
1901/03/19,03.19.1901
28.03.1989,1989.03.28
01/27/2008,27/01/2008
18-07-2044,18/07/2044
13-09-2094,2094-09-13
2063.08.27,27-08-2063
06.10.2024,2024/10/06
27/06/1929,1929.06.27
"June 05, 1924",05/06/1924
2090-09-21,"September 21, 2090"
2003-08-07,08.07.2003
28-01-1922,1922.01.28
07-10-1924,07.10.1924
26-11-1964,1964.11.26
1968/01/07,01/07/1968
11/14/2012,2012/11/14
2024/12/16,2024.12.16
21.01.2036,2036/01/21
1931.01.27,27.01.1931
12.07.2065,2065-07-12
"October 23, 1948",1948/10/23
1907/09/17,09/17/1907
06/12/2033,"June 12, 2033"
1941-03-19,03.19.1941
30/10/1924,30-10-1924
1942/12/20,12.20.1942
2036/01/05,2036-01-05
11-01-2001,11.01.2001
"October 21, 1986",21-10-1986
2067/04/29,04/29/2067
2042/12/11,11/12/2042
2015/01/11,"January 11, 2015"
2061-07-28,28-07-2061
03-09-2003,2003-09-03
2062-01-13,13.01.2062
22-08-2081,2081-08-22
1926-10-24,"October 24, 1926"
"April 02, 2029",2029-04-02
31-03-2037,2037.03.31
2056.11.21,"November 21, 2056"
08/29/1996,29-08-1996
1945-11-13,11/13/1945
01.27.1959,27.01.1959
09-12-1994,"December 09, 1994"
08.10.1939,1939/08/10
15/11/1986,1986.11.15
"August 24, 2086",08.24.2086
2047/09/26,2047-09-26
03/12/1962,1962.12.03
1962-04-17,17.04.1962
12/06/1904,06/12/1904
03/04/2092,04.03.2092
1908/06/04,"June 04, 1908"
2078-12-03,03.12.2078
05/06/1928,06-05-1928
03/08/1988,08.03.1988
08.10.2087,"October 08, 2087"
15.06.1933,06.15.1933
20-02-2001,02.20.2001
2066/12/26,26-12-2066
12/03/2078,03/12/2078
07.03.1981,1981/07/03
05.04.2041,2041-04-05
14.10.1930,"October 14, 1930"
01-07-1986,1986.07.01
01/18/1960,1960-01-18
2020/04/09,"April 09, 2020"
1918-06-25,25-06-1918
12/16/1950,"December 16, 1950"
2083.10.03,2083-10-03
05/24/2035,24.05.2035
2038-01-17,2038/01/17
05.23.2005,23-05-2005
1962.01.08,1962/01/08
2016-01-06,06.01.2016
2070/12/31,31/12/2070
05/19/1962,19/05/1962
"June 01, 2089",06/01/2089
2046/11/07,2046-11-07
"July 11, 2034",07/11/2034
11.28.2071,2071-11-28
1965/06/29,1965-06-29
26.11.1935,26-11-1935
12/04/1988,1988/12/04
"September 02, 2082",02.09.2082
2067/05/18,05.18.2067
08.02.1939,02-08-1939
"October 13, 2055",2055/10/13
1980/04/01,04.01.1980
07.09.1973,"September 07, 1973"
"June 30, 1923",30.06.1923
02.03.2006,03.02.2006
17.06.1937,"June 17, 1937"
02/15/1911,15.02.1911
09-03-2091,2091-03-09
1968.07.27,"July 27, 1968"
27/03/2098,2098-03-27
03.12.2019,2019.03.12
17/12/2027,2027.12.17
03.02.2045,02/03/2045
19-04-1996,1996.04.19
18/08/1916,08.18.1916
15-02-2093,2093/02/15
03/20/2063,2063-03-20
09/14/1958,09.14.1958
2072-04-23,2072.04.23
"June 13, 2079",13.06.2079
10/01/1971,01/10/1971
2046/10/13,13/10/2046
"November 10, 2007",10.11.2007
2088.11.20,11.20.2088
1910/07/09,07.09.1910
01.12.2062,2062/12/01
01.11.2095,01/11/2095
01/12/2095,"December 01, 2095"
02/05/1947,"February 05, 1947"
03.07.1924,07.03.1924
2024/07/11,11/07/2024
1974.10.15,"October 15, 1974"
1953/02/19,19.02.1953
12/08/2090,"August 12, 2090"
1985/05/12,1985-05-12
1913-07-05,07/05/1913
12/19/2020,19.12.2020
04.30.2090,04/30/2090
19-08-2090,2090/08/19
07/05/2095,2095/05/07
2075-04-14,"April 14, 2075"
16-02-2073,2073/02/16
12/04/1957,12-04-1957
13.02.2018,02.13.2018
26/08/2003,26-08-2003
07.31.1925,07/31/1925
04/30/2011,2011/04/30
21.05.1929,05.21.1929
24-10-1946,1946.10.24
13/07/2060,"July 13, 2060"
1941/08/18,18/08/1941
14.04.2074,04/14/2074
1962/01/21,1962-01-21
23.02.2042,02/23/2042
07.31.1945,1945.07.31
"June 14, 2047",2047/06/14
"August 27, 1938",1938-08-27
2042/04/23,2042.04.23
1957-10-24,10.24.1957
13-12-1924,1924-12-13
01-03-2003,01/03/2003
04/10/1919,1919.10.04
07/01/2078,2078-07-01
"March 04, 1903",03/04/1903
09.11.2024,"November 09, 2024"
1975.11.02,11/02/1975
2011-09-11,2011/09/11
11/12/1955,1955-11-12
"February 17, 2041",2041-02-17
2032/11/15,"November 15, 2032"
13-09-1957,1957-09-13
2082.06.08,2082-06-08
03.06.2058,2058-03-06
02/02/1955,02.02.1955
2024.03.27,27.03.2024
18/02/2078,2078-02-18
18/03/2027,18-03-2027
"November 22, 1943",1943/11/22
01/24/2092,24/01/2092
11/14/1988,"November 14, 1988"
03/08/1941,08/03/1941
04/26/2035,26-04-2035
25/08/1929,1929.08.25
"June 17, 1991",1991.06.17
"May 08, 1935",1935-05-08
2030-02-11,02.11.2030
10/25/2003,2003-10-25
1928-03-17,1928/03/17
05.11.2007,"November 05, 2007"
"May 03, 1911",05.03.1911
07/06/1975,06.07.1975
14.06.2040,2040-06-14
26.01.1968,"January 26, 1968"
2053.06.12,2053/06/12
06-02-2075,02.06.2075
09/11/1935,1935/11/09
15-10-1916,1916-10-15
04/02/2040,04-02-2040
29.05.2094,2094.05.29
"December 16, 2041",16.12.2041
"April 22, 1961",22-04-1961
2036.08.02,08.02.2036
"February 21, 1920",1920.02.21
25/11/2096,2096.11.25
06/16/2065,16/06/2065
1964/01/06,"January 06, 1964"
20.04.2025,20/04/2025
17-10-1943,10.17.1943
"July 11, 1955",1955-07-11
15.08.1988,15/08/1988
20/11/2051,2051.11.20
10.08.1955,1955-08-10
"May 01, 2029",05.01.2029
03.13.1965,03/13/1965
08-10-2014,08/10/2014
16-11-1927,1927-11-16
26-05-1999,26/05/1999
2037-03-13,"March 13, 2037"
1905-01-13,13.01.1905
"January 17, 2016",01/17/2016
09/12/1994,09-12-1994
04.08.2080,08.04.2080
2099.04.20,2099-04-20
"July 13, 2045",07.13.2045
1911.07.10,10-07-1911
15-05-2097,15/05/2097
2045-02-21,2045/02/21
11.08.1980,08/11/1980
1966.01.12,01/12/1966
2084/01/06,06/01/2084
06/03/2024,03.06.2024
03/12/2035,"December 03, 2035"
"August 04, 1904",1904.08.04
"October 25, 2005",25/10/2005
"December 21, 2019",21.12.2019
29-10-2021,10/29/2021
27.04.2056,2056/04/27
03/25/2016,25/03/2016
28-09-1901,"September 28, 1901"
1920.07.23,23.07.1920
21/12/1973,12.21.1973
1939/10/25,1939-10-25
19/02/1938,02.19.1938
2036-01-13,2036/01/13
2039-06-10,10.06.2039
01/04/2091,04/01/2091
03.02.1900,02/03/1900
1907.07.06,06.07.1907
2094/10/29,2094-10-29
11.20.2002,11/20/2002
1925-07-06,06-07-1925
2017-10-13,13-10-2017
1971.08.31,31-08-1971
26-06-1914,26.06.1914
18.09.1972,1972-09-18
12-01-2095,12.01.2095
"February 17, 1921",17-02-1921
1988-06-23,1988/06/23
1926.03.08,08.03.1926
31/01/2047,2047/01/31
04/21/1906,21/04/1906
27.06.1958,"June 27, 1958"
1942-11-10,10/11/1942
"January 01, 2089",2089/01/01
2021/12/24,"December 24, 2021"
06-12-2049,12.06.2049
1976-09-26,09/26/1976
2048/04/08,08-04-2048
2018/02/10,2018-02-10
04.24.1969,1969.04.24
14/05/1905,1905-05-14
1919.03.31,31/03/1919
21/08/2048,21.08.2048
04.01.2068,01/04/2068
2062/03/03,03/03/2062
"October 09, 2023",2023.10.09
1964.01.07,01/07/1964
13.01.2023,2023-01-13
"March 16, 1922",16/03/1922
06.04.1929,1929-04-06
"December 18, 1981",18.12.1981
1918.11.12,12-11-1918
"August 22, 1999",1999-08-22
24-05-2060,2060-05-24
08.09.2069,2069.08.09
01-02-1934,"February 01, 1934"
2008/05/17,05/17/2008
03/28/1912,"March 28, 1912"
19/05/1957,19-05-1957
09-02-2045,09.02.2045
03/23/2058,23/03/2058
2077.02.23,02.23.2077
2090-03-17,"March 17, 2090"
08/08/1962,08.08.1962
31/05/2093,05.31.2093
"June 21, 2021",21/06/2021
"October 11, 1940",1940-10-11
15-07-1921,15/07/1921
12/02/2099,02/12/2099
2092.11.10,10/11/2092
1929-10-25,1929.10.25
2041/05/10,10/05/2041
12/31/1962,"December 31, 1962"
23/10/2095,"October 23, 2095"
08.24.2047,2047-08-24
2097/04/29,2097-04-29
07.28.1907,28-07-1907
1968.08.17,17-08-1968
01/06/2005,06/01/2005
03/06/2051,06-03-2051
1916.05.07,"May 07, 1916"
16/08/1932,"August 16, 1932"
02/23/1960,23.02.1960
1928.05.15,15-05-1928
16-04-1989,04/16/1989
2090.02.02,"February 02, 2090"
04/20/2036,2036.04.20
06-11-1935,1935/11/06
2058-01-16,16/01/2058
14.12.1907,1907/12/14
10-06-2000,06/10/2000
1955.01.10,1955/01/10
2075/03/24,03.24.2075
03.01.1993,01/03/1993
11/29/2037,11.29.2037
"September 06, 1944",1944/09/06
21-09-2070,09/21/2070
04/03/1966,04.03.1966
2004/09/25,25-09-2004
06.06.2032,"June 06, 2032"
1930.06.19,"June 19, 1930"
15-07-2020,15/07/2020
04/11/1945,1945-11-04
18-01-2044,"January 18, 2044"
2079-06-18,18-06-2079
11/10/1953,1953.10.11
10/25/1959,1959-10-25
1940-05-07,1940/05/07
04.29.1959,29/04/1959
08/10/2019,08.10.2019
1998.04.01,01-04-1998
1925-10-18,10.18.1925
2079.03.28,"March 28, 2079"
18.02.1912,1912/02/18
1925/01/14,1925.01.14
11.29.2030,2030.11.29
09.12.2065,2065-12-09
05/03/2028,"March 05, 2028"
02.26.2018,26/02/2018
05.02.2071,02/05/2071
"July 22, 2045",2045/07/22
03.30.1932,30.03.1932
1905.05.18,18.05.1905
03/11/1969,03.11.1969
2083.11.20,2083-11-20
25-05-1960,1960.05.25
03.28.1904,1904/03/28
1986-05-28,1986.05.28
02-02-1948,1948/02/02
08-01-1960,1960.01.08
06.13.2066,2066-06-13
"June 20, 2073",2073-06-20
"May 15, 2002",05/15/2002
"November 12, 2061",2061.11.12
1990.07.11,11.07.1990
1955-09-22,09/22/1955
08-07-1991,08/07/1991
14-04-2007,04.14.2007
03/12/2086,2086.12.03
03/31/1990,31.03.1990
15.09.1950,15-09-1950
04/02/2083,2083-02-04
31-12-1992,"December 31, 1992"
10/12/2031,"December 10, 2031"
05/08/2001,2001-08-05
11.08.1966,08/11/1966
05/05/1998,05.05.1998
1906.10.07,1906-10-07
1906/06/23,1906-06-23
1951/08/21,08.21.1951
02/22/1979,1979/02/22
"April 26, 2038",26/04/2038
01/17/1978,17/01/1978
10/20/1903,20.10.1903
26.03.1945,1945/03/26
"October 02, 1927",02.10.1927
31-01-2071,31.01.2071
1986.04.29,1986/04/29
2027/05/15,15-05-2027
"June 21, 2083",06.21.2083
17/08/2013,17.08.2013
12.06.2092,12/06/2092
2031/03/22,22.03.2031
"March 28, 2081",28-03-2081
1981/01/04,1981.01.04
2034/09/09,09/09/2034
31-12-2076,31/12/2076
13.02.2047,2047.02.13
05-06-1976,1976.06.05
03-02-2072,2072-02-03
02-07-2094,"July 02, 2094"
2081.09.18,18-09-2081
1957.10.11,"October 11, 1957"
"November 20, 1919",1919/11/20
08/31/1940,"August 31, 1940"
03.07.1970,"July 03, 1970"
2067/03/23,23.03.2067
1989.01.08,1989-01-08
1978/08/18,1978.08.18
1943.08.11,"August 11, 1943"
04/12/1946,"December 04, 1946"
2069-04-27,27-04-2069
19.02.2083,02.19.2083
1921-08-13,13-08-1921
2037/11/29,29.11.2037
"June 24, 1934",06.24.1934
"August 14, 1936",1936-08-14
2028-06-30,"June 30, 2028"
1910/11/28,28.11.1910
"September 26, 1992",26/09/1992
2018/05/05,05/05/2018
20.02.1927,20/02/1927
"April 19, 2089",19.04.2089
"May 21, 1926",1926-05-21
1985-06-12,12.06.1985
10-03-1954,1954/03/10
2082/10/04,04-10-2082
29/01/2050,29.01.2050
09.06.2011,"September 06, 2011"
04.20.1951,04/20/1951
28/10/2052,10.28.2052
1938.01.12,12-01-1938
14.09.1985,14/09/1985
03-09-2075,2075.09.03
2068.08.28,"August 28, 2068"
11.10.1963,1963.11.10
1913.02.03,"February 03, 1913"
"July 27, 2094",27.07.2094
10-10-2041,10/10/2041
29/08/1993,1993.08.29
2098-08-09,2098.08.09
2003-02-07,2003/02/07
12.01.1974,1974/01/12
1965.12.13,1965-12-13
02-07-1940,1940/07/02
1914/10/15,15.10.1914
1915/11/17,1915.11.17
10.24.1919,10/24/1919
1940/10/25,10/25/1940
2029-10-04,10.04.2029
08/24/2019,24-08-2019
22.11.2006,22-11-2006
06/21/1923,21.06.1923
27-02-2055,2055/02/27
1927-07-08,07.08.1927
10-11-2012,2012/11/10
01.25.1995,01/25/1995
2070/02/11,2070-02-11
2015-11-02,02-11-2015
1921.06.01,06/01/1921
2021-07-13,2021/07/13
1910-08-18,18.08.1910
10-07-1969,07.10.1969
31-08-2093,31/08/2093
05.05.2075,"May 05, 2075"
2030-01-08,08/01/2030
2039-11-04,2039.11.04
04/12/2020,12/04/2020
1941/03/21,21/03/1941
"March 16, 2055",03.16.2055
1960-06-18,06.18.1960
27/11/2066,11/27/2066
06/20/2055,06.20.2055
04/12/2004,04.12.2004
"July 30, 2022",2022.07.30
2099.03.28,2099-03-28
"July 11, 1933",1933.07.11
"May 26, 2098",2098/05/26
08.14.1923,1923-08-14
27-07-2075,27/07/2075
04/09/1910,04-09-1910
15.02.1964,15/02/1964
28-04-2071,04.28.2071
27-09-1937,"September 27, 1937"
1966/04/17,17/04/1966
"June 08, 1952",1952/06/08
"January 27, 1997",01.27.1997
07-12-2057,07/12/2057
2027.09.21,2027/09/21
1932.03.04,04-03-1932
2052.06.22,2052/06/22
25-11-2046,2046-11-25
1908.03.07,07-03-1908
"June 02, 2062",06/02/2062
1954.07.21,21/07/1954
10.22.1983,1983/10/22
11.28.1944,28.11.1944
09/12/2081,12.09.2081
14.09.2056,2056.09.14
04.17.2093,2093-04-17
04/22/2023,2023/04/22
16-10-2074,10/16/2074
"April 22, 2027",04.22.2027
1918/04/04,04.04.1918
01/01/2046,01-01-2046
06.08.1985,06/08/1985
"January 23, 1969",23.01.1969
1991/09/15,"September 15, 1991"
"December 05, 2027",05-12-2027
10.08.2021,10-08-2021
12.16.1984,1984/12/16
09/12/2079,12/09/2079
"August 20, 1959",20-08-1959
09.26.2070,26.09.2070
1958-06-14,"June 14, 1958"
11.03.2083,2083/03/11
02/26/1910,1910.02.26
1952.12.06,1952/12/06
2083/10/07,10/07/2083
2014.06.19,"June 19, 2014"
1995/01/01,1995-01-01
22-10-2028,2028-10-22
1939/12/12,1939-12-12
2071.04.17,"April 17, 2071"
18-02-2006,18/02/2006
11.09.2048,09/11/2048
26-04-1971,26/04/1971
01/06/2058,2058-01-06
18-03-2006,18.03.2006
2067-07-14,14.07.2067
2051-10-23,10.23.2051
12.26.1916,"December 26, 1916"
08/12/1977,1977-12-08
1903.08.13,"August 13, 1903"
"May 17, 1938",05.17.1938
12.02.1979,02.12.1979
02/17/2025,17.02.2025
12/15/1959,15.12.1959
1900/10/28,10/28/1900
20.11.2052,2052/11/20
1990.08.07,08/07/1990
08/09/2074,08-09-2074
1996.05.02,05.02.1996
09-05-1969,"May 09, 1969"
10.22.2014,22/10/2014
09/29/1919,29/09/1919
1991/12/11,11-12-1991
2009.03.25,03.25.2009
2030/07/03,03/07/2030
02/20/2068,2068.02.20
1941.06.29,1941/06/29
16/08/2097,16.08.2097
30.06.2089,2089.06.30
03/18/1933,03.18.1933
1995-06-20,1995/06/20
04.11.1954,11/04/1954
02/17/1950,1950-02-17
18/12/1954,12.18.1954
01/02/1946,1946/02/01
"April 08, 1928",1928.04.08
10.29.2022,2022/10/29
2086/06/02,2086.06.02
12/12/1947,12.12.1947
"November 19, 1966",1966/11/19
1996/08/19,1996.08.19
2034.06.19,"June 19, 2034"
01/21/2064,2064-01-21
09/03/1916,03/09/1916
09.12.2009,09/12/2009
08.27.1998,1998/08/27
1991.07.23,1991/07/23
10/07/1933,07.10.1933
02/03/1980,03.02.1980
2015-03-01,2015/03/01
09/23/2082,"September 23, 2082"
01.20.1963,1963/01/20
2024-03-09,03/09/2024
"January 14, 2071",2071-01-14
"October 30, 1996",30.10.1996
"March 07, 2093",03.07.2093
24.10.1948,10.24.1948
2079-01-04,2079.01.04
2034-05-06,2034.05.06
"January 04, 2034",01/04/2034
03.22.1965,1965.03.22
07/26/1943,1943.07.26
2083/02/22,22.02.2083
2014/01/06,"January 06, 2014"
1946.08.31,31.08.1946
"January 16, 1903",1903.01.16
11/04/1960,11-04-1960
09/25/1979,1979.09.25
09/12/1993,1993/12/09
17-05-2088,2088.05.17
03/03/2006,2006-03-03
01.24.1934,24.01.1934
2066/07/04,04/07/2066
1959/12/06,1959.12.06
19-12-2058,2058/12/19
10/27/2061,27-10-2061
2050.01.14,01.14.2050
1992-02-23,"February 23, 1992"
1992-12-05,05.12.1992
05/14/2075,14-05-2075
07/09/2068,2068-07-09
2032/05/19,2032-05-19
04/06/1992,"June 04, 1992"
1913-05-08,05/08/1913
27/04/2091,27.04.2091
1965.02.21,02/21/1965
1960/10/20,1960.10.20
18.05.2073,2073.05.18
06.10.2084,2084-10-06
07.25.1945,25-07-1945
2064-05-09,05.09.2064
11.01.1953,1953/01/11
02.02.1908,1908.02.02
10.12.2015,10/12/2015
07/09/2053,2053-07-09
30.10.1909,10.30.1909
09/20/1988,"September 20, 1988"
2081/08/17,17.08.2081
15/05/2064,05/15/2064
1955.12.11,"December 11, 1955"
05/06/2028,05-06-2028
2047-02-10,2047/02/10
15.08.2004,15-08-2004
"June 30, 1912",06/30/1912
1921.10.16,16/10/1921
1988.11.21,11.21.1988
1979.08.22,22.08.1979
05/09/1962,05.09.1962
09/06/1984,1984-06-09
"February 20, 1963",1963.02.20
08/25/1938,1938.08.25
28.07.2021,28-07-2021
06.15.1983,15.06.1983
07.11.2024,07-11-2024
2015-11-14,14.11.2015
1920/12/24,12.24.1920
2000/11/13,2000-11-13
02.21.2057,2057.02.21
05/05/1990,05/05/1990
"June 02, 2000",2000/06/02
"June 05, 2059",05-06-2059
10/06/1984,06-10-1984
2072.02.20,20-02-2072
01.05.1980,05.01.1980
1925/11/09,1925-11-09
05.10.2041,"October 05, 2041"
09-06-1954,1954.06.09
"October 18, 2009",2009-10-18
16/03/1981,16-03-1981
06/02/2019,06-02-2019
28.05.1911,28/05/1911
2026/06/12,12-06-2026
15.09.1981,1981.09.15
1924/01/08,08-01-1924
1938-02-06,1938.02.06
05.11.2061,11-05-2061
"March 28, 2088",2088-03-28
1945/10/24,1945-10-24
09.12.1962,12/09/1962
03.07.2092,2092/07/03
06/20/1924,20/06/1924
"November 16, 1987",16.11.1987
2048-08-04,08.04.2048
2049.10.30,2049-10-30
1942.09.16,09/16/1942
"February 23, 2041",23.02.2041
11.29.2096,11/29/2096
30-12-1965,12/30/1965
1920/05/30,05.30.1920
1936-01-03,1936/01/03
"November 07, 1973",07-11-1973
29.11.2049,11/29/2049
15/08/2090,2090-08-15
03/18/2033,03.18.2033
04/08/1983,"August 04, 1983"
20.10.1941,1941-10-20
1910-12-16,1910.12.16
02/05/2098,2098-02-05
16.03.1902,03.16.1902
08/01/1936,01.08.1936
1955-01-29,29/01/1955
12.05.2011,12/05/2011
08/02/2073,08.02.2073
04.16.2002,16/04/2002
07.27.1932,27/07/1932
2032/02/04,04-02-2032
01/16/2086,01.16.2086
08.27.2074,08/27/2074
1965.04.13,04.13.1965
2020.03.11,11-03-2020
2049-03-22,03.22.2049
1997-02-24,02/24/1997
1935/05/06,05.06.1935
10.11.2096,11/10/2096
1957/03/21,1957.03.21
1936/05/14,1936.05.14
1958-05-23,23-05-1958
1905/05/17,1905.05.17
1991/02/10,10/02/1991
06.12.2080,12.06.2080
09.02.2072,02/09/2072
"August 30, 1928",08/30/1928
08/27/2098,27/08/2098
01.12.1982,1982/01/12
11.03.2059,"November 03, 2059"
02.18.1975,1975.02.18
1991-07-13,07/13/1991
24/06/1910,06/24/1910
2062/05/18,2062-05-18
07-04-2093,2093/04/07
2006/01/24,24-01-2006
11-11-1969,11/11/1969
2079-06-16,"June 16, 2079"
01.02.1965,01-02-1965
02/12/1929,02.12.1929
1948-07-19,07/19/1948
05/24/2066,"May 24, 2066"
05/04/1937,04.05.1937
1907/12/21,"December 21, 1907"
2049/02/06,02/06/2049
1980.03.11,11.03.1980
1970.10.21,1970/10/21
22-04-1982,1982/04/22
2078/07/05,2078.07.05
06/29/1989,29.06.1989
"February 05, 1936",1936/02/05
03/20/2068,20.03.2068
14.02.1931,1931/02/14
"May 02, 1952",05/02/1952
10-07-2002,"July 10, 2002"
"December 21, 1938",1938-12-21
1965/04/30,04.30.1965
1951-09-03,"September 03, 1951"
02.23.2001,23-02-2001
1999.07.07,07/07/1999
01-03-2043,01.03.2043
14/11/2054,14-11-2054
1921/08/23,1921.08.23
2050.08.19,08.19.2050
05.27.1946,27-05-1946
04.09.1919,1919.09.04
29-12-2081,29.12.2081
"May 05, 1958",1958/05/05
1966-11-09,11.09.1966
1934-05-30,05.30.1934
