input,output
2091-02-05,05/02/2091
06/06/2054,06/06/2054
1994-01-10,10/01/1994
2030-04-20,04/20/2030
12/08/1990,1990-08-12
22/01/2018,2018-01-22
08/05/1993,1993-08-05
09/19/2076,19/09/2076
1930-01-21,01/21/1930
02/04/1992,1992-02-04
1962-12-08,12/08/1962
2084-05-09,09/05/2084
12/02/1959,1959-12-02
2066-04-10,04/10/2066
1974-09-03,03/09/1974
2075-06-10,10/06/2075
1968-03-28,28/03/1968
2023-09-18,09/18/2023
13/12/2057,12/13/2057
20/10/2043,2043-10-20
10/10/2023,2023-10-10
1913-10-15,10/15/1913
2057-03-03,03/03/2057
21/06/2036,2036-06-21
25/01/2028,01/25/2028
29/05/1994,05/29/1994
16/06/1923,1923-06-16
1985-11-09,09/11/1985
07/29/2062,2062-07-29
09/05/1966,05/09/1966
02/19/1975,1975-02-19
1922-06-11,06/11/1922
05/10/1924,1924-05-10
04/15/1930,15/04/1930
19/12/1921,1921-12-19
1980-01-22,01/22/1980
2090-03-09,09/03/2090
25/10/1993,10/25/1993
2009-12-08,08/12/2009
08/02/1950,1950-08-02
18/10/2025,2025-10-18
17/06/2075,2075-06-17
01/11/2059,11/01/2059
1904-04-06,06/04/1904
2093-12-05,05/12/2093
12/11/2008,11/12/2008
01/26/1936,26/01/1936
12/21/2082,2082-12-21
07/30/1932,30/07/1932
01/06/1977,06/01/1977
02/05/1935,1935-02-05
07/25/1933,25/07/1933
10/26/1965,1965-10-26
30/04/2002,04/30/2002
09/14/2098,14/09/2098
21/09/2055,2055-09-21
07/22/1984,22/07/1984
2000-04-23,04/23/2000
2047-10-06,10/06/2047
1989-01-08,08/01/1989
28/07/1925,07/28/1925
04/20/2066,2066-04-20
2036-02-26,02/26/2036
2039-01-12,01/12/2039
1979-01-02,02/01/1979
29/03/1949,03/29/1949
01/13/2035,2035-01-13
2013-08-01,08/01/2013
05/01/1928,01/05/1928
1974-02-26,26/02/1974
03/02/2018,02/03/2018
08/14/2092,2092-08-14
05/10/1995,10/05/1995
1948-01-11,01/11/1948
11/30/2094,2094-11-30
01/07/1951,07/01/1951
18/07/2090,07/18/2090
10/24/1938,1938-10-24
2048-01-13,13/01/2048
17/08/1906,08/17/1906
2091-09-26,26/09/2091
08/28/1916,28/08/1916
1932-02-24,02/24/1932
1922-12-27,12/27/1922
10/21/2090,21/10/2090
01/01/2002,2002-01-01
09/03/1902,1902-09-03
09/25/2000,2000-09-25
17/02/2010,02/17/2010
03/03/2018,2018-03-03
2030-04-18,18/04/2030
1907-02-21,21/02/1907
05/20/2025,20/05/2025
03/23/2012,2012-03-23
1916-11-04,11/04/1916
19/01/1972,1972-01-19
12/10/2061,2061-10-12
09/23/1909,23/09/1909
07/30/1983,1983-07-30
1952-05-01,01/05/1952
1930-05-09,09/05/1930
21/04/1919,04/21/1919
17/11/2014,2014-11-17
12/11/2010,11/12/2010
01/10/1906,10/01/1906
1918-12-04,12/04/1918
1976-10-26,26/10/1976
02/01/2070,2070-02-01
06/17/2014,17/06/2014
19/06/1967,06/19/1967
1991-12-25,12/25/1991
2023-07-30,30/07/2023
1939-04-23,23/04/1939
09/05/1980,05/09/1980
02/27/1914,1914-02-27
21/01/1902,01/21/1902
2029-08-09,08/09/2029
05/26/2093,2093-05-26
14/08/1996,1996-08-14
05/08/1965,08/05/1965
2002-10-02,02/10/2002
09/10/2092,2092-10-09
1926-05-15,15/05/1926
05/28/1976,28/05/1976
09/23/2033,23/09/2033
29/10/1947,1947-10-29
01/11/2017,2017-11-01
15/12/2043,2043-12-15
30/08/1900,08/30/1900
1956-08-08,08/08/1956
23/04/1912,1912-04-23
1966-04-18,04/18/1966
2023-12-15,12/15/2023
04/01/2096,01/04/2096
1913-03-24,24/03/1913
2064-05-11,11/05/2064
2063-10-27,27/10/2063
29/12/2071,12/29/2071
01/03/1978,1978-03-01
12/25/1956,25/12/1956
12/12/2089,12/12/2089
05/09/2028,09/05/2028
12/04/1911,04/12/1911
1927-01-25,25/01/1927
2077-07-07,07/07/2077
24/09/2097,2097-09-24
27/11/2033,11/27/2033
01/06/2022,2022-06-01
05/13/1913,13/05/1913
12/31/1968,31/12/1968
04/02/1996,1996-02-04
26/07/1989,1989-07-26
11/19/2030,2030-11-19
27/09/2041,09/27/2041
1904-07-09,07/09/1904
1957-06-13,13/06/1957
09/09/1941,09/09/1941
05/08/2042,2042-08-05
09/27/2049,2049-09-27
1915-11-04,11/04/1915
04/08/1942,08/04/1942
11/04/2080,2080-04-11
07/10/2045,10/07/2045
1980-09-20,09/20/1980
1925-12-29,29/12/1925
08/11/2055,11/08/2055
2089-05-05,05/05/2089
11/03/2088,2088-03-11
08/31/1942,31/08/1942
09/04/2000,2000-09-04
1964-06-21,21/06/1964
03/16/2004,2004-03-16
2034-01-11,01/11/2034
11/08/1936,1936-11-08
1941-01-26,01/26/1941
09/01/1939,1939-01-09
03/25/2080,2080-03-25
09/12/2040,12/09/2040
2044-10-21,10/21/2044
02/12/1939,12/02/1939
13/02/1911,02/13/1911
24/01/2037,01/24/2037
06/03/1941,03/06/1941
03/10/2032,10/03/2032
27/07/2071,2071-07-27
23/06/2057,06/23/2057
27/10/2077,2077-10-27
30/03/1937,1937-03-30
02/27/2066,2066-02-27
06/18/1939,1939-06-18
1928-12-18,18/12/1928
2094-03-30,03/30/2094
01/10/2060,10/01/2060
1983-01-27,27/01/1983
07/19/2052,19/07/2052
2032-02-20,02/20/2032
2044-02-21,21/02/2044
16/03/2079,2079-03-16
08/08/2052,08/08/2052
2094-12-10,10/12/2094
1949-02-17,02/17/1949
08/17/2054,17/08/2054
1936-10-31,31/10/1936
10/02/1947,02/10/1947
04/14/2084,2084-04-14
1909-11-16,11/16/1909
1929-12-14,14/12/1929
18/09/1963,09/18/1963
12/01/2032,01/12/2032
06/01/1977,1977-06-01
1919-07-28,28/07/1919
05/07/1943,1943-07-05
2038-09-12,09/12/2038
1966-09-23,09/23/1966
05/02/1905,02/05/1905
14/02/1914,02/14/1914
29/03/2088,03/29/2088
21/10/2081,10/21/2081
1976-08-31,08/31/1976
08/08/2078,08/08/2078
05/06/1938,06/05/1938
09/12/1999,12/09/1999
2005-09-27,27/09/2005
27/10/2039,10/27/2039
04/30/2028,30/04/2028
1945-10-16,10/16/1945
12/17/2024,2024-12-17
09/22/1939,22/09/1939
11/23/2057,2057-11-23
02/11/2049,11/02/2049
1929-05-20,05/20/1929
09/04/2018,04/09/2018
2004-11-23,11/23/2004
04/21/1963,21/04/1963
1910-12-04,04/12/1910
02/12/2010,2010-12-02
05/01/1961,1961-01-05
2009-04-30,04/30/2009
05/05/1946,1946-05-05
1901-08-11,08/11/1901
10/10/2072,2072-10-10
2035-11-15,11/15/2035
29/07/1972,07/29/1972
17/04/1967,04/17/1967
2090-02-06,02/06/2090
24/11/2007,11/24/2007
2055-03-09,09/03/2055
03/18/2041,18/03/2041
09/09/1903,1903-09-09
12/23/1939,23/12/1939
07/05/2034,05/07/2034
03/07/2046,07/03/2046
17/06/1997,1997-06-17
04/29/2013,2013-04-29
1983-05-28,28/05/1983
11/19/2017,2017-11-19
14/06/1977,06/14/1977
2095-12-17,17/12/2095
15/09/1907,09/15/1907
06/07/2005,07/06/2005
06/03/1920,1920-06-03
10/25/2022,25/10/2022
08/27/1902,27/08/1902
19/06/1963,06/19/1963
10/31/2034,2034-10-31
06/03/1927,1927-03-06
01/09/1969,09/01/1969
27/07/1900,1900-07-27
2040-06-09,09/06/2040
2088-11-17,17/11/2088
07/08/1959,1959-08-07
28/07/1977,1977-07-28
15/10/1972,1972-10-15
12/01/1916,01/12/1916
1989-12-27,27/12/1989
09/26/1901,26/09/1901
1988-08-05,05/08/1988
07/19/1908,1908-07-19
2053-07-07,07/07/2053
11/11/2085,11/11/2085
19/03/1943,1943-03-19
1968-02-03,02/03/1968
01/08/2073,2073-08-01
01/13/1975,1975-01-13
04/02/1991,02/04/1991
1969-02-06,02/06/1969
21/11/1912,1912-11-21
28/08/1981,1981-08-28
03/30/1909,1909-03-30
1918-06-07,06/07/1918
06/22/2015,2015-06-22
04/19/1973,1973-04-19
2080-11-22,11/22/2080
29/01/1928,1928-01-29
01/06/2083,2083-06-01
18/08/1982,08/18/1982
03/07/1930,07/03/1930
05/12/2015,2015-05-12
08/27/2063,2063-08-27
06/17/2022,2022-06-17
04/15/2047,2047-04-15
2085-04-29,04/29/2085
04/25/2043,2043-04-25
09/14/1996,14/09/1996
09/11/1934,11/09/1934
05/20/2088,20/05/2088
03/30/1995,30/03/1995
2012-04-29,04/29/2012
2048-05-04,05/04/2048
10/29/2024,2024-10-29
25/08/2030,2030-08-25
19/08/1905,08/19/1905
28/05/1915,05/28/1915
02/01/1977,1977-02-01
1978-07-23,07/23/1978
11/11/2098,11/11/2098
01/28/2087,2087-01-28
01/06/2022,06/01/2022
04/07/2095,07/04/2095
02/05/1988,05/02/1988
02/22/2082,2082-02-22
01/25/2036,2036-01-25
2020-05-16,16/05/2020
25/03/1953,03/25/1953
2083-12-24,24/12/2083
1929-06-12,06/12/1929
06/24/1935,24/06/1935
2065-07-27,07/27/2065
05/13/1988,13/05/1988
07/24/2085,24/07/2085
2052-01-03,03/01/2052
29/07/1956,07/29/1956
1917-10-29,29/10/1917
2004-10-01,10/01/2004
11/08/2078,08/11/2078
22/09/1934,1934-09-22
2068-06-12,12/06/2068
02/12/2024,2024-02-12
12/28/2055,2055-12-28
09/10/2004,2004-10-09
06/30/1963,30/06/1963
1938-06-12,12/06/1938
2066-09-12,09/12/2066
27/02/2081,02/27/2081
1957-10-13,10/13/1957
1963-03-19,19/03/1963
05/16/1925,1925-05-16
2080-05-31,05/31/2080
11/11/1991,1991-11-11
1912-10-27,10/27/1912
23/01/2072,2072-01-23
2065-08-18,08/18/2065
1901-05-13,13/05/1901
09/07/2020,2020-09-07
1987-04-21,04/21/1987
1958-10-15,15/10/1958
1936-11-20,20/11/1936
10/12/2089,2089-10-12
16/05/1904,1904-05-16
2046-06-12,12/06/2046
25/07/2027,2027-07-25
2034-11-10,11/10/2034
07/20/2062,20/07/2062
24/10/2036,2036-10-24
03/04/2077,2077-04-03
13/05/1959,1959-05-13
09/24/1989,24/09/1989
31/05/2014,05/31/2014
2006-04-01,04/01/2006
10/31/2060,31/10/2060
06/29/2020,2020-06-29
1998-08-13,08/13/1998
10/11/1935,1935-10-11
1930-03-29,29/03/1930
1916-03-26,26/03/1916
08/07/2022,07/08/2022
2088-02-21,02/21/2088
1942-04-21,21/04/1942
25/01/1924,01/25/1924
2043-02-06,02/06/2043
05/20/2084,2084-05-20
10/04/1968,1968-10-04
16/08/2089,2089-08-16
2030-09-27,09/27/2030
1953-12-19,19/12/1953
1980-11-03,03/11/1980
25/09/2043,2043-09-25
06/14/1979,14/06/1979
1915-04-05,04/05/1915
05/05/1986,05/05/1986
20/05/1995,1995-05-20
1990-01-13,13/01/1990
03/10/2087,2087-03-10
01/12/1957,12/01/1957
16/04/1968,1968-04-16
06/21/2081,21/06/2081
1945-01-16,01/16/1945
10/05/1925,1925-10-05
2035-03-06,06/03/2035
1903-06-03,06/03/1903
2001-09-04,09/04/2001
2091-05-26,05/26/2091
06/20/1978,1978-06-20
1950-11-06,06/11/1950
02/24/1975,24/02/1975
11/25/2005,25/11/2005
1936-10-14,14/10/1936
2011-09-22,09/22/2011
06/04/1955,04/06/1955
01/08/2065,08/01/2065
04/11/2079,11/04/2079
08/02/1942,1942-08-02
07/05/1999,1999-07-05
1922-04-02,04/02/1922
02/03/2008,03/02/2008
1956-01-25,01/25/1956
2046-05-05,05/05/2046
01/14/1937,14/01/1937
12/07/1987,07/12/1987
1916-05-15,15/05/1916
1904-08-30,08/30/1904
2004-05-18,18/05/2004
07/26/1917,26/07/1917
1911-03-09,09/03/1911
25/12/1998,12/25/1998
09/19/1920,1920-09-19
06/18/2024,18/06/2024
30/08/1988,1988-08-30
04/11/2092,11/04/2092
12/02/1973,02/12/1973
17/08/2085,08/17/2085
12/30/1913,1913-12-30
05/02/2079,02/05/2079
12/10/1923,10/12/1923
1922-05-24,24/05/1922
08/20/2045,20/08/2045
08/05/1960,1960-05-08
09/23/1965,1965-09-23
06/01/2007,01/06/2007
29/04/1931,1931-04-29
03/19/1998,19/03/1998
08/01/2097,01/08/2097
2041-01-20,01/20/2041
07/11/1996,11/07/1996
2092-05-10,05/10/2092
2096-07-15,07/15/2096
10/31/1984,1984-10-31
01/01/2034,01/01/2034
04/04/2017,2017-04-04
2088-08-05,08/05/2088
12/24/2017,2017-12-24
18/07/1911,1911-07-18
04/10/2096,2096-04-10
01/02/2016,2016-02-01
19/02/2039,2039-02-19
06/03/1927,1927-03-06
02/28/1972,1972-02-28
25/03/2049,2049-03-25
08/15/2074,15/08/2074
2093-05-06,05/06/2093
1972-02-17,02/17/1972
2050-11-12,11/12/2050
1927-09-03,03/09/1927
2094-02-26,02/26/2094
07/30/2070,2070-07-30
06/08/1992,08/06/1992
09/29/2060,29/09/2060
1906-07-03,03/07/1906
11/23/2033,2033-11-23
2028-06-08,08/06/2028
2017-08-31,08/31/2017
25/08/1969,08/25/1969
05/03/1982,1982-03-05
2044-10-29,29/10/2044
1939-05-12,12/05/1939
11/18/2039,18/11/2039
1998-07-27,07/27/1998
02/14/1979,1979-02-14
07/08/1942,1942-07-08
2092-02-29,02/29/2092
11/30/2098,2098-11-30
1934-08-31,31/08/1934
2040-09-24,09/24/2040
08/06/2046,2046-06-08
16/03/2068,03/16/2068
2026-03-22,03/22/2026
05/29/2028,29/05/2028
03/10/1963,1963-10-03
1918-07-10,07/10/1918
1970-05-26,26/05/1970
1929-08-27,27/08/1929
12/04/1907,04/12/1907
1915-03-19,03/19/1915
1954-10-03,10/03/1954
03/24/2060,24/03/2060
1906-12-25,12/25/1906
10/04/1994,04/10/1994
07/07/2094,07/07/2094
23/10/1969,1969-10-23
1935-02-03,03/02/1935
29/12/2069,2069-12-29
06/01/2093,2093-06-01
03/27/1980,1980-03-27
1928-12-29,29/12/1928
1990-06-14,14/06/1990
09/19/1991,19/09/1991
04/14/1932,1932-04-14
09/27/2055,27/09/2055
2024-10-19,10/19/2024
23/11/1908,11/23/1908
2068-08-18,08/18/2068
06/04/2084,2084-06-04
03/02/1961,1961-02-03
1948-12-06,06/12/1948
1987-11-14,14/11/1987
05/04/1971,1971-05-04
05/23/2061,2061-05-23
04/01/1952,1952-01-04
10/27/1982,1982-10-27
04/09/2014,09/04/2014
1957-09-16,09/16/1957
05/28/1930,28/05/1930
11/21/2081,21/11/2081
1991-09-05,09/05/1991
12/20/2037,2037-12-20
11/04/2019,04/11/2019
2032-12-23,23/12/2032
01/26/2038,2038-01-26
2014-04-16,04/16/2014
2008-06-18,18/06/2008
1918-05-05,05/05/1918
13/04/2093,2093-04-13
2043-09-13,13/09/2043
01/25/2052,2052-01-25
1963-05-02,02/05/1963
03/16/1932,1932-03-16
05/14/1927,1927-05-14
11/13/2099,2099-11-13
26/08/2003,08/26/2003
1924-09-13,13/09/1924
04/02/2054,2054-04-02
09/13/1961,13/09/1961
23/05/1901,1901-05-23
17/11/2082,11/17/2082
09/28/2081,2081-09-28
11/06/2039,06/11/2039
05/14/1974,1974-05-14
14/05/1943,1943-05-14
12/06/2044,2044-06-12
05/08/2055,08/05/2055
12/05/2061,05/12/2061
1944-04-23,23/04/1944
07/01/1927,1927-01-07
06/07/2020,07/06/2020
09/21/2058,2058-09-21
09/29/2074,29/09/2074
15/01/1997,01/15/1997
1993-02-28,28/02/1993
12/19/2080,19/12/2080
06/04/1906,04/06/1906
2022-09-13,09/13/2022
09/08/2065,08/09/2065
1957-05-14,05/14/1957
10/11/2008,11/10/2008
1976-11-09,09/11/1976
1963-08-17,17/08/1963
05/31/1985,1985-05-31
01/22/2001,2001-01-22
2008-02-17,02/17/2008
09/18/1973,18/09/1973
05/24/1958,24/05/1958
2097-09-05,05/09/2097
05/11/1943,1943-05-11
21/06/1927,1927-06-21
1941-03-14,03/14/1941
12/08/1922,08/12/1922
25/04/1918,1918-04-25
03/29/2020,2020-03-29
31/08/1911,08/31/1911
23/11/1960,11/23/1960
1938-03-15,15/03/1938
19/06/1971,1971-06-19
1974-04-19,04/19/1974
06/22/2041,2041-06-22
12/03/1933,1933-12-03
2063-06-02,02/06/2063
2001-12-19,12/19/2001
18/12/2038,2038-12-18
1940-10-28,28/10/1940
2017-06-15,06/15/2017
1990-11-24,24/11/1990
17/07/2083,2083-07-17
08/08/1911,1911-08-08
2071-07-13,07/13/2071
2085-03-22,03/22/2085
09/09/2092,09/09/2092
2018-03-13,03/13/2018
03/03/2015,03/03/2015
31/01/2038,01/31/2038
10/06/2063,06/10/2063
2007-12-11,12/11/2007
2062-04-14,14/04/2062
2017-11-06,06/11/2017
06/06/2037,06/06/2037
05/01/1956,01/05/1956
2007-11-04,11/04/2007
2096-02-27,27/02/2096
12/24/1955,1955-12-24
1997-12-10,10/12/1997
1996-07-04,07/04/1996
08/02/2066,2066-02-08
10/17/2053,17/10/2053
12/31/1923,31/12/1923
04/16/1994,1994-04-16
04/24/1900,1900-04-24
07/10/2016,2016-10-07
10/20/1990,1990-10-20
02/01/2067,01/02/2067
10/02/2024,02/10/2024
28/02/1986,02/28/1986
1915-04-12,12/04/1915
07/04/1959,1959-07-04
2049-05-25,05/25/2049
06/09/1900,09/06/1900
12/18/2063,18/12/2063
11/06/1968,06/11/1968
02/16/1925,1925-02-16
04/21/2027,21/04/2027
06/18/2062,18/06/2062
06/04/1972,04/06/1972
02/06/2053,2053-02-06
08/26/1923,26/08/1923
26/10/2039,2039-10-26
1956-02-10,10/02/1956
1918-02-11,02/11/1918
06/01/2034,01/06/2034
10/17/2025,17/10/2025
06/23/1970,1970-06-23
2074-03-11,03/11/2074
09/29/1938,1938-09-29
1918-10-01,01/10/1918
1943-03-11,11/03/1943
09/08/2030,2030-08-09
04/18/1970,1970-04-18
2039-08-05,08/05/2039
26/02/1998,02/26/1998
26/10/2066,10/26/2066
30/09/2053,09/30/2053
1916-08-14,08/14/1916
1919-04-19,04/19/1919
11/21/1985,1985-11-21
2021-08-28,28/08/2021
2060-03-22,22/03/2060
01/14/2045,2045-01-14
29/08/1963,1963-08-29
11/06/1932,06/11/1932
04/15/1901,15/04/1901
06/09/2040,2040-09-06
1953-01-17,17/01/1953
11/13/1981,13/11/1981
1961-05-01,01/05/1961
19/06/2004,2004-06-19
07/18/2068,2068-07-18
1967-10-12,12/10/1967
02/27/1911,27/02/1911
10/14/2087,14/10/2087
24/03/1992,03/24/1992
11/09/2081,09/11/2081
05/07/1967,07/05/1967
01/18/1940,18/01/1940
2078-04-30,04/30/2078
02/26/2024,2024-02-26
2098-12-29,12/29/2098
05/15/2093,2093-05-15
14/02/1949,1949-02-14
1957-01-09,09/01/1957
12/15/2068,15/12/2068
2045-10-05,05/10/2045
09/02/2061,2061-02-09
1919-08-01,01/08/1919
03/15/1998,15/03/1998
09/22/1919,1919-09-22
02/09/1900,1900-09-02
2004-04-02,02/04/2004
03/17/1935,1935-03-17
04/04/2094,04/04/2094
09/02/2067,2067-02-09
01/20/1932,1932-01-20
05/23/1916,1916-05-23
03/26/1933,1933-03-26
10/04/1912,04/10/1912
10/02/1952,1952-02-10
1929-01-05,01/05/1929
2076-04-24,04/24/2076
04/09/2012,09/04/2012
05/01/1994,01/05/1994
15/05/1995,05/15/1995
2031-01-18,01/18/2031
01/23/1914,23/01/1914
05/02/1952,1952-05-02
02/10/2013,2013-02-10
2050-10-14,14/10/2050
1969-05-11,11/05/1969
06/08/2078,08/06/2078
04/03/2056,03/04/2056
1976-07-06,07/06/1976
19/05/2033,05/19/2033
1905-05-22,22/05/1905
2097-04-15,04/15/2097
2072-10-04,04/10/2072
08/05/2043,05/08/2043
1953-12-05,05/12/1953
2008-11-29,29/11/2008
07/27/1917,27/07/1917
1980-07-07,07/07/1980
2085-03-01,01/03/2085
2055-10-18,10/18/2055
07/02/1917,02/07/1917
2079-07-15,07/15/2079
19/12/1936,12/19/1936
19/07/2099,2099-07-19
12/17/1995,17/12/1995
1918-01-25,01/25/1918
09/18/2076,18/09/2076
13/07/1970,07/13/1970
2002-04-08,08/04/2002
11/16/2010,2010-11-16
1911-09-12,12/09/1911
1985-06-29,06/29/1985
13/12/1916,12/13/1916
16/04/1901,04/16/1901
02/16/2029,2029-02-16
22/08/1990,08/22/1990
13/02/2095,02/13/2095
1988-05-08,08/05/1988
09/15/1913,15/09/1913
1901-06-22,22/06/1901
06/06/2085,2085-06-06
05/06/2056,06/05/2056
17/09/2077,09/17/2077
2077-11-28,28/11/2077
05/16/1943,16/05/1943
08/23/2056,23/08/2056
13/05/2050,05/13/2050
04/25/1957,1957-04-25
24/07/1992,1992-07-24
09/14/2020,14/09/2020
2096-11-05,05/11/2096
2047-08-23,23/08/2047
2059-07-01,07/01/2059
1921-07-28,07/28/1921
2032-12-27,12/27/2032
02/04/2017,2017-02-04
01/06/2044,2044-01-06
1957-08-01,08/01/1957
19/05/2075,2075-05-19
2059-06-14,06/14/2059
1938-08-08,08/08/1938
13/12/2083,2083-12-13
2021-10-29,29/10/2021
12/08/2058,08/12/2058
1936-02-01,01/02/1936
12/12/2037,12/12/2037
06/04/2066,04/06/2066
1924-05-30,05/30/1924
1943-08-02,08/02/1943
26/04/1923,04/26/1923
08/27/1944,27/08/1944
09/02/2065,2065-09-02
2063-09-29,09/29/2063
1954-11-09,09/11/1954
04/15/1929,15/04/1929
05/05/2083,05/05/2083
2014-07-16,07/16/2014
1910-09-25,25/09/1910
16/11/1935,11/16/1935
02/07/2009,2009-07-02
07/10/1983,10/07/1983
2030-04-02,04/02/2030
27/04/2008,2008-04-27
29/11/1958,11/29/1958
06/10/1953,1953-10-06
06/13/2064,13/06/2064
2083-11-29,29/11/2083
1905-10-29,10/29/1905
30/10/1904,10/30/1904
1926-10-07,10/07/1926
08/12/1966,12/08/1966
1971-07-14,07/14/1971
09/04/1945,04/09/1945
12/29/1953,29/12/1953
1927-03-26,03/26/1927
06/01/1905,01/06/1905
12/01/2060,01/12/2060
11/21/1942,21/11/1942
11/30/2006,30/11/2006
03/24/1925,24/03/1925
1934-01-08,01/08/1934
04/11/2067,11/04/2067
20/02/2084,02/20/2084
10/12/1945,1945-10-12
02/20/1914,1914-02-20
04/22/2066,22/04/2066
15/07/1912,1912-07-15
2077-10-26,26/10/2077
07/08/2000,2000-07-08
16/10/1936,1936-10-16
2031-07-10,07/10/2031
14/11/1956,1956-11-14
01/01/1962,01/01/1962
19/11/2083,2083-11-19
27/08/2091,2091-08-27
20/09/2038,2038-09-20
11/25/2008,2008-11-25
24/12/2077,12/24/2077
26/09/1956,1956-09-26
09/05/2019,05/09/2019
07/27/2040,27/07/2040
08/07/1981,1981-08-07
1940-04-07,07/04/1940
1987-11-27,27/11/1987
19/01/2013,01/19/2013
12/11/2021,2021-11-12
24/08/1921,08/24/1921
19/09/2063,2063-09-19
10/04/1974,1974-10-04
2010-08-09,08/09/2010
27/12/1980,1980-12-27
2057-01-24,24/01/2057
2032-09-21,09/21/2032
14/09/2007,2007-09-14
1997-01-08,08/01/1997
2071-03-26,03/26/2071
17/11/1941,11/17/1941
1958-07-09,07/09/1958
01/12/2027,2027-01-12
18/08/1990,1990-08-18
2004-05-10,05/10/2004
07/22/1974,1974-07-22
19/02/2023,2023-02-19
19/07/2092,2092-07-19
06/18/1943,1943-06-18
21/04/1959,1959-04-21
19/07/1992,1992-07-19
1911-07-06,07/06/1911
2072-10-07,07/10/2072
2078-12-12,12/12/2078
1991-01-12,12/01/1991
2007-11-08,11/08/2007
02/23/2094,23/02/2094
10/01/1964,1964-01-10
04/03/2066,03/04/2066
10/05/1904,05/10/1904
11/04/1952,1952-04-11
10/03/1963,03/10/1963
05/30/1946,1946-05-30
10/08/2036,2036-08-10
1990-03-17,17/03/1990
07/08/2057,08/07/2057
1951-09-29,09/29/1951
06/14/1924,1924-06-14
1952-04-18,18/04/1952
01/20/2079,20/01/2079
30/06/1902,06/30/1902
16/06/2065,06/16/2065
02/04/2015,2015-04-02
1995-11-11,11/11/1995
12/02/1968,02/12/1968
17/10/1930,1930-10-17
07/19/1914,19/07/1914
02/28/2030,2030-02-28
2005-04-11,11/04/2005
29/01/1917,01/29/1917
20/04/1908,1908-04-20
17/06/1978,1978-06-17
2035-03-21,21/03/2035
1956-03-29,29/03/1956
2096-05-12,12/05/2096
28/08/1972,1972-08-28
2028-10-26,26/10/2028
2066-06-30,30/06/2066
03/11/1991,11/03/1991
28/11/2073,11/28/2073
23/09/2086,09/23/2086
02/09/2078,09/02/2078
07/07/2055,2055-07-07
13/01/2048,2048-01-13
1913-12-12,12/12/1913
09/05/1989,1989-05-09
27/08/2044,08/27/2044
1986-05-02,02/05/1986
23/03/1963,1963-03-23
02/09/1908,1908-09-02
09/15/2086,15/09/2086
1929-11-02,11/02/1929
1918-01-20,20/01/1918
1971-09-28,28/09/1971
1999-02-04,02/04/1999
16/06/2079,06/16/2079
28/11/2030,11/28/2030
09/23/1981,23/09/1981
11/09/2067,09/11/2067
07/02/1952,02/07/1952
1900-08-02,02/08/1900
1979-03-23,03/23/1979
1946-07-21,07/21/1946
2028-01-05,01/05/2028
15/11/2084,11/15/2084
09/11/2084,11/09/2084
1916-10-21,10/21/1916
1927-12-08,12/08/1927
1985-12-20,12/20/1985
2089-08-20,20/08/2089
05/27/2033,2033-05-27
2056-06-24,24/06/2056
12/02/2076,2076-12-02
2006-11-18,18/11/2006
10/16/1986,16/10/1986
07/01/2089,2089-07-01
29/12/2078,12/29/2078
27/05/2046,2046-05-27
2053-07-25,07/25/2053
2095-06-26,06/26/2095
11/23/1978,23/11/1978
11/02/2060,02/11/2060
1989-04-06,04/06/1989
08/22/2014,2014-08-22
2022-07-05,07/05/2022
2015-09-17,17/09/2015
1983-07-01,01/07/1983
27/05/2061,2061-05-27
07/23/2051,23/07/2051
01/06/2024,06/01/2024
2095-11-17,11/17/2095
10/01/2068,01/10/2068
09/24/1955,1955-09-24
02/01/1960,01/02/1960
20/09/2051,09/20/2051
24/08/2062,08/24/2062
03/09/1953,1953-09-03
20/12/2042,12/20/2042
09/02/2019,02/09/2019
17/01/2056,01/17/2056
10/17/2065,17/10/2065
04/15/2071,2071-04-15
21/12/2067,2067-12-21
2049-08-19,08/19/2049
18/09/2053,2053-09-18
1974-02-25,02/25/1974
1939-08-13,08/13/1939
2078-12-02,02/12/2078
12/11/1992,1992-12-11
24/08/2009,2009-08-24
2073-12-01,01/12/2073
14/01/2034,01/14/2034
09/10/2014,10/09/2014
2046-09-01,01/09/2046
2071-05-09,05/09/2071
1934-04-18,04/18/1934
01/03/1917,03/01/1917
10/10/1906,1906-10-10
09/26/1922,26/09/1922
06/04/1920,04/06/1920
10/10/2048,10/10/2048
15/12/2016,12/15/2016
13/06/1965,1965-06-13
2004-01-25,25/01/2004
10/31/1966,1966-10-31
20/08/2028,08/20/2028
2082-02-26,02/26/2082
09/29/2010,2010-09-29
04/28/2043,2043-04-28
09/26/2059,26/09/2059
2092-07-17,17/07/2092
09/02/1970,1970-02-09
2004-05-30,30/05/2004
20/02/2053,02/20/2053
11/05/1977,05/11/1977
20/10/2059,2059-10-20
2059-10-25,25/10/2059
2081-04-23,23/04/2081
08/16/2005,16/08/2005
29/06/1930,1930-06-29
20/02/1952,02/20/1952
03/06/1991,1991-03-06
2074-09-11,09/11/2074
06/17/2097,17/06/2097
1955-11-07,07/11/1955
19/05/1988,1988-05-19
21/12/1917,12/21/1917
1960-02-20,02/20/1960
02/09/1978,09/02/1978
2064-01-19,19/01/2064
1911-06-10,06/10/1911
11/14/1993,14/11/1993
07/14/1924,1924-07-14
1976-04-06,04/06/1976
14/08/1960,08/14/1960
31/05/1914,1914-05-31
